data,blur,noise,mode,c,method,iteration,oracle,network_forward,backtracks,mean_rel_primal_error,panel
synthetic,train,train,bv,0.5,line-search-FBHF,443,2006,0,116,0.019780637696385384,b
synthetic,train,train,bv,0.5,line-search-FBHF,444,2010,0,116,0.019739355891942978,b
synthetic,train,train,bv,0.5,line-search-FBHF,445,2014,0,117,0.01968998648226261,b
synthetic,train,train,bv,0.5,line-search-FBHF,446,2020,0,117,0.019660482183098793,b
synthetic,train,train,bv,0.5,line-search-FBHF,447,2024,0,117,0.01962515339255333,b
synthetic,train,train,bv,0.5,line-search-FBHF,448,2028,0,117,0.019582878798246384,b
synthetic,train,train,bv,0.5,line-search-FBHF,449,2032,0,118,0.019532330334186554,b
synthetic,train,train,bv,0.5,line-search-FBHF,450,2038,0,118,0.019502125680446625,b
synthetic,train,train,bv,0.5,line-search-FBHF,451,2042,0,118,0.019465960562229156,b
synthetic,train,train,bv,0.5,line-search-FBHF,452,2046,0,118,0.01942269131541252,b
synthetic,train,train,bv,0.5,line-search-FBHF,453,2050,0,119,0.01937095634639263,b
synthetic,train,train,bv,0.5,line-search-FBHF,454,2056,0,119,0.019340045750141144,b
synthetic,train,train,bv,0.5,line-search-FBHF,455,2060,0,119,0.019303038716316223,b
synthetic,train,train,bv,0.5,line-search-FBHF,456,2064,0,119,0.019258763641119003,b
synthetic,train,train,bv,0.5,line-search-FBHF,457,2068,0,120,0.019205832853913307,b
synthetic,train,train,bv,0.5,line-search-FBHF,458,2074,0,120,0.019174212589859962,b
synthetic,train,train,bv,0.5,line-search-FBHF,459,2078,0,120,0.019136354327201843,b
synthetic,train,train,bv,0.5,line-search-FBHF,460,2082,0,120,0.01909106969833374,b
synthetic,train,train,bv,0.5,line-search-FBHF,461,2088,0,121,0.019063998013734818,b
synthetic,train,train,bv,0.5,line-search-FBHF,462,2092,0,121,0.019031580537557602,b
synthetic,train,train,bv,0.5,line-search-FBHF,463,2096,0,121,0.01899278163909912,b
synthetic,train,train,bv,0.5,line-search-FBHF,464,2100,0,122,0.01894637942314148,b
synthetic,train,train,bv,0.5,line-search-FBHF,465,2106,0,122,0.01891864277422428,b
synthetic,train,train,bv,0.5,line-search-FBHF,466,2110,0,122,0.018885428085923195,b
synthetic,train,train,bv,0.5,line-search-FBHF,467,2114,0,122,0.018845684826374054,b
synthetic,train,train,bv,0.5,line-search-FBHF,468,2118,0,123,0.01879815384745598,b
synthetic,train,train,bv,0.5,line-search-FBHF,469,2124,0,123,0.018769748508930206,b
synthetic,train,train,bv,0.5,line-search-FBHF,470,2128,0,123,0.01873573660850525,b
synthetic,train,train,bv,0.5,line-search-FBHF,471,2132,0,123,0.01869504153728485,b
synthetic,train,train,bv,0.5,line-search-FBHF,472,2136,0,124,0.018646376207470894,b
synthetic,train,train,bv,0.5,line-search-FBHF,473,2142,0,124,0.01861729845404625,b
synthetic,train,train,bv,0.5,line-search-FBHF,474,2146,0,124,0.018582478165626526,b
synthetic,train,train,bv,0.5,line-search-FBHF,475,2150,0,124,0.018540821969509125,b
synthetic,train,train,bv,0.5,line-search-FBHF,476,2154,0,125,0.01849101111292839,b
synthetic,train,train,bv,0.5,line-search-FBHF,477,2160,0,125,0.018461253494024277,b
synthetic,train,train,bv,0.5,line-search-FBHF,478,2164,0,125,0.01842562109231949,b
synthetic,train,train,bv,0.5,line-search-FBHF,479,2168,0,125,0.018382998183369637,b
synthetic,train,train,bv,0.5,line-search-FBHF,480,2174,0,126,0.018357515335083008,b
synthetic,train,train,bv,0.5,line-search-FBHF,481,2178,0,126,0.01832699589431286,b
synthetic,train,train,bv,0.5,line-search-FBHF,482,2182,0,126,0.01829047128558159,b
synthetic,train,train,bv,0.5,line-search-FBHF,483,2186,0,127,0.018246781080961227,b
synthetic,train,train,bv,0.5,line-search-FBHF,484,2192,0,127,0.01822066307067871,b
synthetic,train,train,bv,0.5,line-search-FBHF,485,2196,0,127,0.018189389258623123,b
synthetic,train,train,bv,0.5,line-search-FBHF,486,2200,0,127,0.018151961266994476,b
synthetic,train,train,bv,0.5,line-search-FBHF,487,2204,0,128,0.01810719445347786,b
synthetic,train,train,bv,0.5,line-search-FBHF,488,2210,0,128,0.018080441281199455,b
synthetic,train,train,bv,0.5,line-search-FBHF,489,2214,0,128,0.018048401921987534,b
synthetic,train,train,bv,0.5,line-search-FBHF,490,2218,0,128,0.018010064959526062,b
synthetic,train,train,bv,0.5,line-search-FBHF,491,2222,0,129,0.017964214086532593,b
synthetic,train,train,bv,0.5,line-search-FBHF,492,2228,0,129,0.017936814576387405,b
synthetic,train,train,bv,0.5,line-search-FBHF,493,2232,0,129,0.01790400594472885,b
synthetic,train,train,bv,0.5,line-search-FBHF,494,2236,0,129,0.01786475069820881,b
synthetic,train,train,bv,0.5,line-search-FBHF,495,2240,0,130,0.01781781017780304,b
synthetic,train,train,bv,0.5,line-search-FBHF,496,2246,0,130,0.01778976060450077,b
synthetic,train,train,bv,0.5,line-search-FBHF,497,2250,0,130,0.017756175249814987,b
synthetic,train,train,bv,0.5,line-search-FBHF,498,2254,0,130,0.017715994268655777,b
synthetic,train,train,bv,0.5,line-search-FBHF,499,2260,0,131,0.017691971734166145,b
synthetic,train,train,bv,0.5,line-search-FBHF,500,2264,0,131,0.017663199454545975,b
synthetic,train,train,bv,0.5,line-search-FBHF,501,2268,0,131,0.017628759145736694,b
synthetic,train,train,bv,0.5,line-search-FBHF,502,2272,0,132,0.017587557435035706,b
synthetic,train,train,bv,0.5,line-search-FBHF,503,2278,0,132,0.017562933266162872,b
synthetic,train,train,bv,0.5,line-search-FBHF,504,2282,0,132,0.01753343641757965,b
synthetic,train,train,bv,0.5,line-search-FBHF,505,2286,0,132,0.017498133704066277,b
synthetic,train,train,bv,0.5,line-search-FBHF,506,2290,0,133,0.01745590567588806,b
synthetic,train,train,bv,0.5,line-search-FBHF,507,2296,0,133,0.017430666834115982,b
synthetic,train,train,bv,0.5,line-search-FBHF,508,2300,0,133,0.017400439828634262,b
synthetic,train,train,bv,0.5,line-search-FBHF,509,2304,0,133,0.017364269122481346,b
synthetic,train,train,bv,0.5,line-search-FBHF,510,2308,0,134,0.017321007326245308,b
synthetic,train,train,bv,0.5,line-search-FBHF,511,2314,0,134,0.017295151948928833,b
synthetic,train,train,bv,0.5,line-search-FBHF,512,2318,0,134,0.017264187335968018,b
synthetic,train,train,bv,0.5,line-search-FBHF,513,2322,0,134,0.017227139323949814,b
synthetic,train,train,bv,0.5,line-search-FBHF,514,2326,0,135,0.017182832583785057,b
synthetic,train,train,bv,0.5,line-search-FBHF,515,2332,0,135,0.01715635508298874,b
synthetic,train,train,bv,0.5,line-search-FBHF,516,2336,0,135,0.01712464913725853,b
synthetic,train,train,bv,0.5,line-search-FBHF,517,2340,0,135,0.017086714506149292,b
synthetic,train,train,bv,0.5,line-search-FBHF,518,2346,0,136,0.017064034938812256,b
synthetic,train,train,bv,0.5,line-search-FBHF,519,2350,0,136,0.017036864534020424,b
synthetic,train,train,bv,0.5,line-search-FBHF,520,2354,0,136,0.01700434274971485,b
synthetic,train,train,bv,0.5,line-search-FBHF,521,2358,0,137,0.016965435817837715,b
synthetic,train,train,bv,0.5,line-search-FBHF,522,2364,0,137,0.01694217510521412,b
synthetic,train,train,bv,0.5,line-search-FBHF,523,2368,0,137,0.01691431552171707,b
synthetic,train,train,bv,0.5,line-search-FBHF,524,2372,0,137,0.01688097044825554,b
synthetic,train,train,bv,0.5,line-search-FBHF,525,2376,0,138,0.016841081902384758,b
synthetic,train,train,bv,0.5,line-search-FBHF,526,2382,0,138,0.016817238181829453,b
synthetic,train,train,bv,0.5,line-search-FBHF,527,2386,0,138,0.016788680106401443,b
synthetic,train,train,bv,0.5,line-search-FBHF,528,2390,0,138,0.016754504293203354,b
synthetic,train,train,bv,0.5,line-search-FBHF,529,2394,0,139,0.016713624820113182,b
synthetic,train,train,bv,0.5,line-search-FBHF,530,2400,0,139,0.01668919250369072,b
synthetic,train,train,bv,0.5,line-search-FBHF,531,2404,0,139,0.0166599303483963,b
synthetic,train,train,bv,0.5,line-search-FBHF,532,2408,0,139,0.01662491261959076,b
synthetic,train,train,bv,0.5,line-search-FBHF,533,2412,0,140,0.01658303290605545,b
synthetic,train,train,bv,0.5,line-search-FBHF,534,2418,0,140,0.016558004543185234,b
synthetic,train,train,bv,0.5,line-search-FBHF,535,2422,0,140,0.01652803272008896,b
synthetic,train,train,bv,0.5,line-search-FBHF,536,2426,0,140,0.016492165625095367,b
synthetic,train,train,bv,0.5,line-search-FBHF,537,2432,0,141,0.01647072099149227,b
synthetic,train,train,bv,0.5,line-search-FBHF,538,2436,0,141,0.01644502952694893,b
synthetic,train,train,bv,0.5,line-search-FBHF,539,2440,0,141,0.016414279118180275,b
synthetic,train,train,bv,0.5,line-search-FBHF,540,2444,0,142,0.016377486288547516,b
synthetic,train,train,bv,0.5,line-search-FBHF,541,2450,0,142,0.01635548658668995,b
synthetic,train,train,bv,0.5,line-search-FBHF,542,2454,0,142,0.01632913574576378,b
synthetic,train,train,bv,0.5,line-search-FBHF,543,2458,0,142,0.016297597438097,b
synthetic,train,train,bv,0.5,line-search-FBHF,544,2462,0,143,0.01625986397266388,b
synthetic,train,train,bv,0.5,line-search-FBHF,545,2468,0,143,0.016237307339906693,b
synthetic,train,train,bv,0.5,line-search-FBHF,546,2472,0,143,0.016210291534662247,b
synthetic,train,train,bv,0.5,line-search-FBHF,547,2476,0,143,0.016177956014871597,b
synthetic,train,train,bv,0.5,line-search-FBHF,548,2480,0,144,0.016139276325702667,b
synthetic,train,train,bv,0.5,line-search-FBHF,549,2486,0,144,0.016116157174110413,b
synthetic,train,train,bv,0.5,line-search-FBHF,550,2490,0,144,0.016088465228676796,b
synthetic,train,train,bv,0.5,line-search-FBHF,551,2494,0,144,0.016055328771471977,b
synthetic,train,train,bv,0.5,line-search-FBHF,552,2498,0,145,0.01601569354534149,b
synthetic,train,train,bv,0.5,line-search-FBHF,553,2504,0,145,0.015992004424333572,b
synthetic,train,train,bv,0.5,line-search-FBHF,554,2508,0,145,0.015963636338710785,b
synthetic,train,train,bv,0.5,line-search-FBHF,555,2512,0,145,0.01592968963086605,b
synthetic,train,train,bv,0.5,line-search-FBHF,556,2518,0,146,0.015909388661384583,b
synthetic,train,train,bv,0.5,line-search-FBHF,557,2522,0,146,0.015885069966316223,b
synthetic,train,train,bv,0.5,line-search-FBHF,558,2526,0,146,0.015855960547924042,b
synthetic,train,train,bv,0.5,line-search-FBHF,559,2530,0,147,0.015821129083633423,b
synthetic,train,train,bv,0.5,line-search-FBHF,560,2536,0,147,0.015800300985574722,b
synthetic,train,train,bv,0.5,line-search-FBHF,561,2540,0,147,0.01577535644173622,b
synthetic,train,train,bv,0.5,line-search-FBHF,562,2544,0,147,0.01574549451470375,b
synthetic,train,train,bv,0.5,line-search-FBHF,563,2548,0,148,0.01570976711809635,b
synthetic,train,train,bv,0.5,line-search-FBHF,564,2554,0,148,0.01568841002881527,b
synthetic,train,train,bv,0.5,line-search-FBHF,565,2558,0,148,0.015662826597690582,b
synthetic,train,train,bv,0.5,line-search-FBHF,566,2562,0,148,0.015632208436727524,b
synthetic,train,train,bv,0.5,line-search-FBHF,567,2566,0,149,0.015595577657222748,b
synthetic,train,train,bv,0.5,line-search-FBHF,568,2572,0,149,0.015573681332170963,b
synthetic,train,train,bv,0.5,line-search-FBHF,569,2576,0,149,0.01554745715111494,b
synthetic,train,train,bv,0.5,line-search-FBHF,570,2580,0,149,0.015516072511672974,b
synthetic,train,train,bv,0.5,line-search-FBHF,571,2584,0,150,0.015478529036045074,b
synthetic,train,train,bv,0.5,line-search-FBHF,572,2590,0,150,0.015456091612577438,b
synthetic,train,train,bv,0.5,line-search-FBHF,573,2594,0,150,0.015429217368364334,b
synthetic,train,train,bv,0.5,line-search-FBHF,574,2598,0,150,0.015397058799862862,b
synthetic,train,train,bv,0.5,line-search-FBHF,575,2604,0,151,0.015377826057374477,b
synthetic,train,train,bv,0.5,line-search-FBHF,576,2608,0,151,0.015354786068201065,b
synthetic,train,train,bv,0.5,line-search-FBHF,577,2612,0,151,0.015327204018831253,b
synthetic,train,train,bv,0.5,line-search-FBHF,578,2616,0,152,0.015294198878109455,b
synthetic,train,train,bv,0.5,line-search-FBHF,579,2622,0,152,0.015274464152753353,b
synthetic,train,train,bv,0.5,line-search-FBHF,580,2626,0,152,0.015250824391841888,b
synthetic,train,train,bv,0.5,line-search-FBHF,581,2630,0,152,0.015222527086734772,b
synthetic,train,train,bv,0.5,line-search-FBHF,582,2634,0,153,0.0151886697858572,b
synthetic,train,train,bv,0.5,line-search-FBHF,583,2640,0,153,0.015168428421020508,b
synthetic,train,train,bv,0.5,line-search-FBHF,584,2644,0,153,0.015144181437790394,b
synthetic,train,train,bv,0.5,line-search-FBHF,585,2648,0,153,0.015115160495042801,b
synthetic,train,train,bv,0.5,line-search-FBHF,586,2652,0,154,0.01508044172078371,b
synthetic,train,train,bv,0.5,line-search-FBHF,587,2658,0,154,0.015059687197208405,b
synthetic,train,train,bv,0.5,line-search-FBHF,588,2662,0,154,0.015034828335046768,b
synthetic,train,train,bv,0.5,line-search-FBHF,589,2666,0,154,0.015005075372755527,b
synthetic,train,train,bv,0.5,line-search-FBHF,590,2670,0,155,0.014969485811889172,b
synthetic,train,train,bv,0.5,line-search-FBHF,591,2676,0,155,0.01494821347296238,b
synthetic,train,train,bv,0.5,line-search-FBHF,592,2680,0,155,0.01492273434996605,b
synthetic,train,train,bv,0.5,line-search-FBHF,593,2684,0,155,0.014892244711518288,b
synthetic,train,train,bv,0.5,line-search-FBHF,594,2690,0,156,0.014874008484184742,b
synthetic,train,train,bv,0.5,line-search-FBHF,595,2694,0,156,0.014852162450551987,b
synthetic,train,train,bv,0.5,line-search-FBHF,596,2698,0,156,0.01482600811868906,b
synthetic,train,train,bv,0.5,line-search-FBHF,597,2702,0,157,0.014794711023569107,b
synthetic,train,train,bv,0.5,line-search-FBHF,598,2708,0,157,0.014775997027754784,b
synthetic,train,train,bv,0.5,line-search-FBHF,599,2712,0,157,0.014753577299416065,b
synthetic,train,train,bv,0.5,line-search-FBHF,600,2716,0,157,0.014726739376783371,b
synthetic,train,train,bv,0.5,line-search-FBHF,601,2720,0,158,0.014694626443088055,b
synthetic,train,train,bv,0.5,line-search-FBHF,602,2726,0,158,0.014675426296889782,b
synthetic,train,train,bv,0.5,line-search-FBHF,603,2730,0,158,0.014652427285909653,b
synthetic,train,train,bv,0.5,line-search-FBHF,604,2734,0,158,0.014624896459281445,b
synthetic,train,train,bv,0.5,line-search-FBHF,605,2738,0,159,0.01459195651113987,b
synthetic,train,train,bv,0.5,line-search-FBHF,606,2744,0,159,0.014572265557944775,b
synthetic,train,train,bv,0.5,line-search-FBHF,607,2748,0,159,0.014548677951097488,b
synthetic,train,train,bv,0.5,line-search-FBHF,608,2752,0,159,0.01452044490724802,b
synthetic,train,train,bv,0.5,line-search-FBHF,609,2756,0,160,0.014486669562757015,b
synthetic,train,train,bv,0.5,line-search-FBHF,610,2762,0,160,0.014466479420661926,b
synthetic,train,train,bv,0.5,line-search-FBHF,611,2766,0,160,0.01444229669868946,b
synthetic,train,train,bv,0.5,line-search-FBHF,612,2770,0,160,0.014413355849683285,b
synthetic,train,train,bv,0.5,line-search-FBHF,613,2776,0,161,0.014396045356988907,b
synthetic,train,train,bv,0.5,line-search-FBHF,614,2780,0,161,0.01437530666589737,b
synthetic,train,train,bv,0.5,line-search-FBHF,615,2784,0,161,0.01435047760605812,b
synthetic,train,train,bv,0.5,line-search-FBHF,616,2788,0,162,0.01432076282799244,b
synthetic,train,train,bv,0.5,line-search-FBHF,617,2794,0,162,0.014302995055913925,b
synthetic,train,train,bv,0.5,line-search-FBHF,618,2798,0,162,0.014281706884503365,b
synthetic,train,train,bv,0.5,line-search-FBHF,619,2802,0,162,0.014256222173571587,b
synthetic,train,train,bv,0.5,line-search-FBHF,620,2806,0,163,0.014225726947188377,b
synthetic,train,train,bv,0.5,line-search-FBHF,621,2812,0,163,0.014207493513822556,b
synthetic,train,train,bv,0.5,line-search-FBHF,622,2816,0,163,0.014185650274157524,b
synthetic,train,train,bv,0.5,line-search-FBHF,623,2820,0,163,0.01415950432419777,b
synthetic,train,train,bv,0.5,line-search-FBHF,624,2824,0,164,0.01412822026759386,b
synthetic,train,train,bv,0.5,line-search-FBHF,625,2830,0,164,0.014109516516327858,b
synthetic,train,train,bv,0.5,line-search-FBHF,626,2834,0,164,0.014087112620472908,b
synthetic,train,train,bv,0.5,line-search-FBHF,627,2838,0,164,0.014060297049582005,b
synthetic,train,train,bv,0.5,line-search-FBHF,628,2842,0,165,0.014028213918209076,b
synthetic,train,train,bv,0.5,line-search-FBHF,629,2848,0,165,0.014009034261107445,b
synthetic,train,train,bv,0.5,line-search-FBHF,630,2852,0,165,0.013986063189804554,b
synthetic,train,train,bv,0.5,line-search-FBHF,631,2856,0,165,0.013958567753434181,b
synthetic,train,train,bv,0.5,line-search-FBHF,632,2862,0,166,0.013942122459411621,b
synthetic,train,train,bv,0.5,line-search-FBHF,633,2866,0,166,0.013922419399023056,b
synthetic,train,train,bv,0.5,line-search-FBHF,634,2870,0,166,0.013898828066885471,b
synthetic,train,train,bv,0.5,line-search-FBHF,635,2874,0,167,0.013870595023036003,b
synthetic,train,train,bv,0.5,line-search-FBHF,636,2880,0,167,0.01385370921343565,b
synthetic,train,train,bv,0.5,line-search-FBHF,637,2884,0,167,0.013833479955792427,b
synthetic,train,train,bv,0.5,line-search-FBHF,638,2888,0,167,0.013809260912239552,b
synthetic,train,train,bv,0.5,line-search-FBHF,639,2892,0,168,0.013780277222394943,b
synthetic,train,train,bv,0.5,line-search-FBHF,640,2898,0,168,0.013762947171926498,b
synthetic,train,train,bv,0.5,line-search-FBHF,641,2902,0,168,0.013742184266448021,b
synthetic,train,train,bv,0.5,line-search-FBHF,642,2906,0,168,0.013717329129576683,b
synthetic,train,train,bv,0.5,line-search-FBHF,643,2910,0,169,0.013687587343156338,b
synthetic,train,train,bv,0.5,line-search-FBHF,644,2916,0,169,0.013669805601239204,b
synthetic,train,train,bv,0.5,line-search-FBHF,645,2920,0,169,0.013648503459990025,b
synthetic,train,train,bv,0.5,line-search-FBHF,646,2924,0,169,0.013623003847897053,b
synthetic,train,train,bv,0.5,line-search-FBHF,647,2928,0,170,0.01359249372035265,b
synthetic,train,train,bv,0.5,line-search-FBHF,648,2934,0,170,0.013574252836406231,b
synthetic,train,train,bv,0.5,line-search-FBHF,649,2938,0,170,0.013552404008805752,b
synthetic,train,train,bv,0.5,line-search-FBHF,650,2942,0,170,0.013526251539587975,b
synthetic,train,train,bv,0.5,line-search-FBHF,651,2948,0,171,0.013510609045624733,b
synthetic,train,train,bv,0.5,line-search-FBHF,652,2952,0,171,0.013491867110133171,b
synthetic,train,train,bv,0.5,line-search-FBHF,653,2956,0,171,0.013469424098730087,b
synthetic,train,train,bv,0.5,line-search-FBHF,654,2960,0,172,0.013442564755678177,b
synthetic,train,train,bv,0.5,line-search-FBHF,655,2966,0,172,0.013426500372588634,b
synthetic,train,train,bv,0.5,line-search-FBHF,656,2970,0,172,0.01340725552290678,b
synthetic,train,train,bv,0.5,line-search-FBHF,657,2974,0,172,0.01338421180844307,b
synthetic,train,train,bv,0.5,line-search-FBHF,658,2978,0,173,0.013356635347008705,b
synthetic,train,train,bv,0.5,line-search-FBHF,659,2984,0,173,0.013340145349502563,b
synthetic,train,train,bv,0.5,line-search-FBHF,660,2988,0,173,0.01332039013504982,b
synthetic,train,train,bv,0.5,line-search-FBHF,661,2992,0,173,0.01329673733562231,b
synthetic,train,train,bv,0.5,line-search-FBHF,662,2996,0,174,0.01326843537390232,b
synthetic,train,train,bv,0.5,line-search-FBHF,663,3002,0,174,0.013251513242721558,b
synthetic,train,train,bv,0.5,line-search-FBHF,664,3006,0,174,0.013231239281594753,b
synthetic,train,train,bv,0.5,line-search-FBHF,665,3010,0,174,0.013206969946622849,b
synthetic,train,train,bv,0.5,line-search-FBHF,666,3014,0,175,0.013177932240068913,b
synthetic,train,train,bv,0.5,line-search-FBHF,667,3020,0,175,0.013160571455955505,b
synthetic,train,train,bv,0.5,line-search-FBHF,668,3024,0,175,0.013139775022864342,b
synthetic,train,train,bv,0.5,line-search-FBHF,669,3028,0,175,0.01311488077044487,b
synthetic,train,train,bv,0.5,line-search-FBHF,670,3034,0,176,0.013099989853799343,b
synthetic,train,train,bv,0.5,line-search-FBHF,671,3038,0,176,0.01308214757591486,b
synthetic,train,train,bv,0.5,line-search-FBHF,672,3042,0,176,0.013060782104730606,b
synthetic,train,train,bv,0.5,line-search-FBHF,673,3046,0,176,0.013035207986831665,b
synthetic,train,train,bv,0.5,line-search-FBHF,674,3052,0,177,0.01301991380751133,b
synthetic,train,train,bv,0.5,line-search-FBHF,675,3056,0,177,0.013001588173210621,b
synthetic,train,train,bv,0.5,line-search-FBHF,676,3060,0,177,0.012979647144675255,b
synthetic,train,train,bv,0.5,line-search-FBHF,677,3064,0,178,0.012953385710716248,b
synthetic,train,train,bv,0.5,line-search-FBHF,678,3070,0,178,0.012937680818140507,b
synthetic,train,train,bv,0.5,line-search-FBHF,679,3074,0,178,0.01291886530816555,b
synthetic,train,train,bv,0.5,line-search-FBHF,680,3078,0,178,0.012896338477730751,b
synthetic,train,train,bv,0.5,line-search-FBHF,681,3082,0,179,0.012869377620518208,b
synthetic,train,train,bv,0.5,line-search-FBHF,682,3088,0,179,0.012853256426751614,b
synthetic,train,train,bv,0.5,line-search-FBHF,683,3092,0,179,0.012833943590521812,b
synthetic,train,train,bv,0.5,line-search-FBHF,684,3096,0,179,0.012810822576284409,b
synthetic,train,train,bv,0.5,line-search-FBHF,685,3100,0,180,0.012783153913915157,b
synthetic,train,train,bv,0.5,line-search-FBHF,686,3106,0,180,0.012766612693667412,b
synthetic,train,train,bv,0.5,line-search-FBHF,687,3110,0,180,0.012746794149279594,b
synthetic,train,train,bv,0.5,line-search-FBHF,688,3114,0,180,0.012723073363304138,b
synthetic,train,train,bv,0.5,line-search-FBHF,689,3120,0,181,0.012708881869912148,b
synthetic,train,train,bv,0.5,line-search-FBHF,690,3124,0,181,0.012691875919699669,b
synthetic,train,train,bv,0.5,line-search-FBHF,691,3128,0,181,0.012671513482928276,b
synthetic,train,train,bv,0.5,line-search-FBHF,692,3132,0,181,0.01264713890850544,b
synthetic,train,train,bv,0.5,line-search-FBHF,693,3138,0,182,0.012632559984922409,b
synthetic,train,train,bv,0.5,line-search-FBHF,694,3142,0,182,0.01261509396135807,b
synthetic,train,train,bv,0.5,line-search-FBHF,695,3146,0,182,0.012594176456332207,b
synthetic,train,train,bv,0.5,line-search-FBHF,696,3150,0,183,0.012569142505526543,b
synthetic,train,train,bv,0.5,line-search-FBHF,697,3156,0,183,0.012554170563817024,b
synthetic,train,train,bv,0.5,line-search-FBHF,698,3160,0,183,0.012536232359707355,b
synthetic,train,train,bv,0.5,line-search-FBHF,699,3164,0,183,0.012514755129814148,b
synthetic,train,train,bv,0.5,line-search-FBHF,700,3168,0,184,0.01248905062675476,b
synthetic,train,train,bv,0.5,line-search-FBHF,701,3174,0,184,0.012473679147660732,b
synthetic,train,train,bv,0.5,line-search-FBHF,702,3178,0,184,0.01245526410639286,b
synthetic,train,train,bv,0.5,line-search-FBHF,703,3182,0,184,0.012433215975761414,b
synthetic,train,train,bv,0.5,line-search-FBHF,704,3186,0,185,0.012406831607222557,b
synthetic,train,train,bv,0.5,line-search-FBHF,705,3192,0,185,0.012391055934131145,b
synthetic,train,train,bv,0.5,line-search-FBHF,706,3196,0,185,0.012372156605124474,b
synthetic,train,train,bv,0.5,line-search-FBHF,707,3200,0,185,0.01234953198581934,b
synthetic,train,train,bv,0.5,line-search-FBHF,708,3204,0,186,0.012322458438575268,b
synthetic,train,train,bv,0.5,line-search-FBHF,709,3210,0,186,0.01230627205222845,b
synthetic,train,train,bv,0.5,line-search-FBHF,710,3214,0,186,0.012286882847547531,b
synthetic,train,train,bv,0.5,line-search-FBHF,711,3218,0,186,0.012263674288988113,b
synthetic,train,train,bv,0.5,line-search-FBHF,712,3224,0,187,0.012249790132045746,b
synthetic,train,train,bv,0.5,line-search-FBHF,713,3228,0,187,0.01223315391689539,b
synthetic,train,train,bv,0.5,line-search-FBHF,714,3232,0,187,0.012213233858346939,b
synthetic,train,train,bv,0.5,line-search-FBHF,715,3236,0,188,0.012189389206469059,b
synthetic,train,train,bv,0.5,line-search-FBHF,716,3242,0,188,0.012175127863883972,b
synthetic,train,train,bv,0.5,line-search-FBHF,717,3246,0,188,0.012158039957284927,b
synthetic,train,train,bv,0.5,line-search-FBHF,718,3250,0,188,0.012137580662965775,b
synthetic,train,train,bv,0.5,line-search-FBHF,719,3254,0,189,0.012113092467188835,b
synthetic,train,train,bv,0.5,line-search-FBHF,720,3260,0,189,0.012098449282348156,b
synthetic,train,train,bv,0.5,line-search-FBHF,721,3264,0,189,0.0120809031650424,b
synthetic,train,train,bv,0.5,line-search-FBHF,722,3268,0,189,0.012059897184371948,b
synthetic,train,train,bv,0.5,line-search-FBHF,723,3272,0,190,0.012034757062792778,b
synthetic,train,train,bv,0.5,line-search-FBHF,724,3278,0,190,0.012019725516438484,b
synthetic,train,train,bv,0.5,line-search-FBHF,725,3282,0,190,0.01200171560049057,b
synthetic,train,train,bv,0.5,line-search-FBHF,726,3286,0,190,0.011980156414210796,b
synthetic,train,train,bv,0.5,line-search-FBHF,727,3290,0,191,0.011954355984926224,b
synthetic,train,train,bv,0.5,line-search-FBHF,728,3296,0,191,0.011938929557800293,b
synthetic,train,train,bv,0.5,line-search-FBHF,729,3300,0,191,0.011920448392629623,b
synthetic,train,train,bv,0.5,line-search-FBHF,730,3304,0,191,0.011898326687514782,b
synthetic,train,train,bv,0.5,line-search-FBHF,731,3310,0,192,0.011885091662406921,b
synthetic,train,train,bv,0.5,line-search-FBHF,732,3314,0,192,0.011869234032928944,b
synthetic,train,train,bv,0.5,line-search-FBHF,733,3318,0,192,0.01185024343430996,b
synthetic,train,train,bv,0.5,line-search-FBHF,734,3322,0,193,0.011827511712908745,b
synthetic,train,train,bv,0.5,line-search-FBHF,735,3328,0,193,0.011813914403319359,b
synthetic,train,train,bv,0.5,line-search-FBHF,736,3332,0,193,0.011797623708844185,b
synthetic,train,train,bv,0.5,line-search-FBHF,737,3336,0,193,0.011778115294873714,b
synthetic,train,train,bv,0.5,line-search-FBHF,738,3340,0,194,0.011754765175282955,b
synthetic,train,train,bv,0.5,line-search-FBHF,739,3346,0,194,0.011740799993276596,b
synthetic,train,train,bv,0.5,line-search-FBHF,740,3350,0,194,0.011724068783223629,b
synthetic,train,train,bv,0.5,line-search-FBHF,741,3354,0,194,0.011704035103321075,b
synthetic,train,train,bv,0.5,line-search-FBHF,742,3358,0,195,0.011680059134960175,b
synthetic,train,train,bv,0.5,line-search-FBHF,743,3364,0,195,0.01166572142392397,b
synthetic,train,train,bv,0.5,line-search-FBHF,744,3368,0,195,0.011648543179035187,b
synthetic,train,train,bv,0.5,line-search-FBHF,745,3372,0,195,0.011627975851297379,b
synthetic,train,train,bv,0.5,line-search-FBHF,746,3376,0,196,0.01160336472094059,b
synthetic,train,train,bv,0.5,line-search-FBHF,747,3382,0,196,0.011588647030293941,b
synthetic,train,train,bv,0.5,line-search-FBHF,748,3386,0,196,0.011571016162633896,b
synthetic,train,train,bv,0.5,line-search-FBHF,749,3390,0,196,0.01154990866780281,b
synthetic,train,train,bv,0.5,line-search-FBHF,750,3396,0,197,0.011537279933691025,b
synthetic,train,train,bv,0.5,line-search-FBHF,751,3400,0,197,0.011522148735821247,b
synthetic,train,train,bv,0.5,line-search-FBHF,752,3404,0,197,0.011504027992486954,b
