data,blur,noise,mode,c,method,iteration,oracle,network_forward,backtracks,wall_time_s,mean_rel_primal_error
real,train,train,bv,0.5,plain-FBHF,542,2168,0,0,0.6864244463741779,0.001927008619531989
real,train,train,bv,0.5,plain-FBHF,543,2172,0,0,0.687690912142396,0.0019219720270484686
real,train,train,bv,0.5,plain-FBHF,544,2176,0,0,0.688957377910614,0.0019169559236615896
real,train,train,bv,0.5,plain-FBHF,545,2180,0,0,0.690223843678832,0.001911959727294743
real,train,train,bv,0.5,plain-FBHF,546,2184,0,0,0.69149030944705,0.0019069835543632507
real,train,train,bv,0.5,plain-FBHF,547,2188,0,0,0.6927567752152681,0.0019020270556211472
real,train,train,bv,0.5,plain-FBHF,548,2192,0,0,0.6940232409834861,0.0018970896489918232
real,train,train,bv,0.5,plain-FBHF,549,2196,0,0,0.6952897067517042,0.0018921718001365662
real,train,train,bv,0.5,plain-FBHF,550,2200,0,0,0.6965561725199222,0.001887272810563445
real,train,train,bv,0.5,plain-FBHF,551,2204,0,0,0.6978226382881403,0.0018823931459337473
real,train,train,bv,0.5,plain-FBHF,552,2208,0,0,0.6990891040563583,0.0018775324570015073
real,train,train,bv,0.5,plain-FBHF,553,2212,0,0,0.7003555698245764,0.001872690743766725
real,train,train,bv,0.5,plain-FBHF,554,2216,0,0,0.7016220355927943,0.0018678678898140788
real,train,train,bv,0.5,plain-FBHF,555,2220,0,0,0.7028885013610124,0.0018630638951435685
real,train,train,bv,0.5,plain-FBHF,556,2224,0,0,0.7041549671292305,0.0018582784105092287
real,train,train,bv,0.5,plain-FBHF,557,2228,0,0,0.7054214328974485,0.0018535119015723467
real,train,train,bv,0.5,plain-FBHF,558,2232,0,0,0.7066878986656666,0.0018487637862563133
real,train,train,bv,0.5,plain-FBHF,559,2236,0,0,0.7079543644338846,0.001844034413807094
real,train,train,bv,0.5,plain-FBHF,560,2240,0,0,0.7092208302021027,0.0018393236678093672
real,train,train,bv,0.5,plain-FBHF,561,2244,0,0,0.7104872959703207,0.0018346314318478107
real,train,train,bv,0.5,plain-FBHF,562,2248,0,0,0.7117537617385388,0.001829957589507103
real,train,train,bv,0.5,plain-FBHF,563,2252,0,0,0.7130202275067568,0.0018253022572025657
real,train,train,bv,0.5,plain-FBHF,564,2256,0,0,0.7142866932749748,0.001820665318518877
real,train,train,bv,0.5,plain-FBHF,565,2260,0,0,0.7155531590431928,0.0018160466570407152
real,train,train,bv,0.5,plain-FBHF,566,2264,0,0,0.7168196248114109,0.0018114459235221148
real,train,train,bv,0.5,plain-FBHF,567,2268,0,0,0.7180860905796289,0.0018068631179630756
real,train,train,bv,0.5,plain-FBHF,568,2272,0,0,0.719352556347847,0.001802298123948276
real,train,train,bv,0.5,plain-FBHF,569,2276,0,0,0.720619022116065,0.0017977508250623941
real,train,train,bv,0.5,plain-FBHF,570,2280,0,0,0.7218854878842831,0.0017932208720594645
real,train,train,bv,0.5,plain-FBHF,571,2284,0,0,0.7231519536525011,0.0017887081485241652
real,train,train,bv,0.5,plain-FBHF,572,2288,0,0,0.7244184194207192,0.001784212188795209
real,train,train,bv,0.5,plain-FBHF,573,2292,0,0,0.7256848851889371,0.001779733574949205
real,train,train,bv,0.5,plain-FBHF,574,2296,0,0,0.7269513509571552,0.0017752718413248658
real,train,train,bv,0.5,plain-FBHF,575,2300,0,0,0.7282178167253732,0.0017708269879221916
real,train,train,bv,0.5,plain-FBHF,576,2304,0,0,0.7294842824935913,0.0017663990147411823
real,train,train,bv,0.5,plain-FBHF,577,2308,0,0,0.7307507482618093,0.0017619875725358725
real,train,train,bv,0.5,plain-FBHF,578,2312,0,0,0.7320172140300274,0.0017575925448909402
real,train,train,bv,0.5,plain-FBHF,579,2316,0,0,0.7332836797982454,0.001753214281052351
real,train,train,bv,0.5,plain-FBHF,580,2320,0,0,0.7345501455664635,0.001748852082528174
real,train,train,bv,0.5,plain-FBHF,581,2324,0,0,0.7358166113346815,0.001744506531395018
real,train,train,bv,0.5,plain-FBHF,582,2328,0,0,0.7370830771028996,0.0017401769291609526
real,train,train,bv,0.5,plain-FBHF,583,2332,0,0,0.7383495428711175,0.0017358636250719428
real,train,train,bv,0.5,plain-FBHF,584,2336,0,0,0.7396160086393356,0.0017315662698820233
real,train,train,bv,0.5,plain-FBHF,585,2340,0,0,0.7408824744075536,0.0017272848635911942
real,train,train,bv,0.5,plain-FBHF,586,2344,0,0,0.7421489401757717,0.001723019639030099
real,train,train,bv,0.5,plain-FBHF,587,2348,0,0,0.7434154059439897,0.0017187705961987376
real,train,train,bv,0.5,plain-FBHF,588,2352,0,0,0.7446818717122078,0.0017145371530205011
real,train,train,bv,0.5,plain-FBHF,589,2356,0,0,0.7459483374804258,0.0017103201244026423
real,train,train,bv,0.5,plain-FBHF,590,2360,0,0,0.7472148032486439,0.0017061186954379082
real,train,train,bv,0.5,plain-FBHF,591,2364,0,0,0.7484812690168618,0.0017019330989569426
real,train,train,bv,0.5,plain-FBHF,592,2368,0,0,0.74974773478508,0.001697763567790389
real,train,train,bv,0.5,plain-FBHF,593,2372,0,0,0.7510142005532979,0.0016936095198616385
real,train,train,bv,0.5,plain-FBHF,594,2376,0,0,0.752280666321516,0.0016894714208319783
real,train,train,bv,0.5,plain-FBHF,595,2380,0,0,0.753547132089734,0.0016853490378707647
real,train,train,bv,0.5,plain-FBHF,596,2384,0,0,0.7548135978579521,0.001681242254562676
real,train,train,bv,0.5,plain-FBHF,597,2388,0,0,0.7560800636261701,0.0016771514201536775
real,train,train,bv,0.5,plain-FBHF,598,2392,0,0,0.7573465293943882,0.0016730763018131256
real,train,train,bv,0.5,plain-FBHF,599,2396,0,0,0.7586129951626063,0.0016690168995410204
real,train,train,bv,0.5,plain-FBHF,600,2400,0,0,0.7598794609308243,0.0016649729805067182
real,train,train,bv,0.5,plain-FBHF,601,2404,0,0,0.7611459266990424,0.0016609448939561844
real,train,train,bv,0.5,plain-FBHF,602,2408,0,0,0.7624123924672603,0.0016569319413974881
real,train,train,bv,0.5,plain-FBHF,603,2412,0,0,0.7636788582354784,0.0016529345884919167
real,train,train,bv,0.5,plain-FBHF,604,2416,0,0,0.7649453240036964,0.0016489527188241482
real,train,train,bv,0.5,plain-FBHF,605,2420,0,0,0.7662117897719145,0.0016449859831482172
real,train,train,bv,0.5,plain-FBHF,606,2424,0,0,0.7674782555401325,0.0016410343814641237
real,train,train,bv,0.5,plain-FBHF,607,2428,0,0,0.7687447213083506,0.001637097797356546
real,train,train,bv,0.5,plain-FBHF,608,2432,0,0,0.7700111870765686,0.001633176114410162
real,train,train,bv,0.5,plain-FBHF,609,2436,0,0,0.7712776528447867,0.0016292690997943282
real,train,train,bv,0.5,plain-FBHF,610,2440,0,0,0.7725441186130046,0.0016253764042630792
real,train,train,bv,0.5,plain-FBHF,611,2444,0,0,0.7738105843812227,0.001621497911401093
real,train,train,bv,0.5,plain-FBHF,612,2448,0,0,0.7750770501494407,0.001617633504793048
real,train,train,bv,0.5,plain-FBHF,613,2452,0,0,0.7763435159176588,0.0016137829516083002
real,train,train,bv,0.5,plain-FBHF,614,2456,0,0,0.7776099816858768,0.0016099463682621717
real,train,train,bv,0.5,plain-FBHF,615,2460,0,0,0.7788764474540949,0.0016061237547546625
real,train,train,bv,0.5,plain-FBHF,616,2464,0,0,0.7801429132223129,0.0016023149946704507
real,train,train,bv,0.5,plain-FBHF,617,2468,0,0,0.781409378990531,0.001598520204424858
real,train,train,bv,0.5,plain-FBHF,618,2472,0,0,0.782675844758749,0.0015947390347719193
real,train,train,bv,0.5,plain-FBHF,619,2476,0,0,0.7839423105269671,0.001590971602126956
real,train,train,bv,0.5,plain-FBHF,620,2480,0,0,0.785208776295185,0.0015872177900746465
real,train,train,bv,0.5,plain-FBHF,621,2484,0,0,0.7864752420634031,0.0015834775986149907
real,train,train,bv,0.5,plain-FBHF,622,2488,0,0,0.7877417078316211,0.001579751493409276
real,train,train,bv,0.5,plain-FBHF,623,2492,0,0,0.7890081735998392,0.0015760394744575024
real,train,train,bv,0.5,plain-FBHF,624,2496,0,0,0.7902746393680572,0.001572341425344348
real,train,train,bv,0.5,plain-FBHF,625,2500,0,0,0.7915411051362753,0.0015686573460698128
real,train,train,bv,0.5,plain-FBHF,626,2504,0,0,0.7928075709044933,0.0015649874694645405
real,train,train,bv,0.5,plain-FBHF,627,2508,0,0,0.7940740366727114,0.001561331795528531
real,train,train,bv,0.5,plain-FBHF,628,2512,0,0,0.7953405024409294,0.0015576898586004972
real,train,train,bv,0.5,plain-FBHF,629,2516,0,0,0.7966069682091474,0.0015540617750957608
real,train,train,bv,0.5,plain-FBHF,630,2520,0,0,0.7978734339773654,0.001550447428599
real,train,train,bv,0.5,plain-FBHF,631,2524,0,0,0.7991398997455835,0.0015468469355255365
real,train,train,bv,0.5,plain-FBHF,632,2528,0,0,0.8004063655138015,0.0015432598302140832
real,train,train,bv,0.5,plain-FBHF,633,2532,0,0,0.8016728312820196,0.0015396865783259273
real,train,train,bv,0.5,plain-FBHF,634,2536,0,0,0.8029392970502376,0.0015361267141997814
real,train,train,bv,0.5,plain-FBHF,635,2540,0,0,0.8042057628184557,0.001532580703496933
real,train,train,bv,0.5,plain-FBHF,636,2544,0,0,0.8054722285866737,0.0015290483133867383
real,train,train,bv,0.5,plain-FBHF,637,2548,0,0,0.8067386943548918,0.0015255291946232319
real,train,train,bv,0.5,plain-FBHF,638,2552,0,0,0.8080051601231097,0.001522023230791092
real,train,train,bv,0.5,plain-FBHF,639,2556,0,0,0.8092716258913278,0.0015185308875516057
real,train,train,bv,0.5,plain-FBHF,640,2560,0,0,0.8105380916595459,0.001515051582828164
real,train,train,bv,0.5,plain-FBHF,641,2564,0,0,0.8118045574277639,0.0015115855494514108
real,train,train,bv,0.5,plain-FBHF,642,2568,0,0,0.813071023195982,0.0015081327874213457
real,train,train,bv,0.5,plain-FBHF,643,2572,0,0,0.8143374889642,0.001504693180322647
real,train,train,bv,0.5,plain-FBHF,644,2576,0,0,0.8156039547324181,0.0015012663789093494
real,train,train,bv,0.5,plain-FBHF,645,2580,0,0,0.8168704205006361,0.0014978526160120964
real,train,train,bv,0.5,plain-FBHF,646,2584,0,0,0.8181368862688542,0.0014944516588002443
real,train,train,bv,0.5,plain-FBHF,647,2588,0,0,0.8194033520370722,0.0014910631580278277
real,train,train,bv,0.5,plain-FBHF,648,2592,0,0,0.8206698178052902,0.0014876874629408121
real,train,train,bv,0.5,plain-FBHF,649,2596,0,0,0.8219362835735082,0.0014843238750472665
real,train,train,bv,0.5,plain-FBHF,650,2600,0,0,0.8232027493417263,0.0014809726271778345
real,train,train,bv,0.5,plain-FBHF,651,2604,0,0,0.8244692151099443,0.0014776334865018725
real,train,train,bv,0.5,plain-FBHF,652,2608,0,0,0.8257356808781624,0.0014743064530193806
real,train,train,bv,0.5,plain-FBHF,653,2612,0,0,0.8270021466463804,0.0014709914103150368
real,train,train,bv,0.5,plain-FBHF,654,2616,0,0,0.8282686124145985,0.001467688474804163
real,train,train,bv,0.5,plain-FBHF,655,2620,0,0,0.8295350781828165,0.0014643974136561155
real,train,train,bv,0.5,plain-FBHF,656,2624,0,0,0.8308015439510346,0.0014611182268708944
real,train,train,bv,0.5,plain-FBHF,657,2628,0,0,0.8320680097192525,0.0014578507980331779
real,train,train,bv,0.5,plain-FBHF,658,2632,0,0,0.8333344754874706,0.001454595010727644
real,train,train,bv,0.5,plain-FBHF,659,2636,0,0,0.8346009412556886,0.0014513512142002583
real,train,train,bv,0.5,plain-FBHF,660,2640,0,0,0.8358674070239067,0.0014481194084510207
real,train,train,bv,0.5,plain-FBHF,661,2644,0,0,0.8371338727921247,0.0014448994770646095
real,train,train,bv,0.5,plain-FBHF,662,2648,0,0,0.8384003385603428,0.0014416913036257029
real,train,train,bv,0.5,plain-FBHF,663,2652,0,0,0.8396668043285608,0.0014384950045496225
real,train,train,bv,0.5,plain-FBHF,664,2656,0,0,0.8409332700967789,0.0014353108126670122
real,train,train,bv,0.5,plain-FBHF,665,2660,0,0,0.8421997358649969,0.0014321384951472282
real,train,train,bv,0.5,plain-FBHF,666,2664,0,0,0.843466201633215,0.001428977819159627
real,train,train,bv,0.5,plain-FBHF,667,2668,0,0,0.8447326674014329,0.001425829017534852
real,train,train,bv,0.5,plain-FBHF,668,2672,0,0,0.845999133169651,0.0014226919738575816
real,train,train,bv,0.5,plain-FBHF,669,2676,0,0,0.847265598937869,0.001419566571712494
real,train,train,bv,0.5,plain-FBHF,670,2680,0,0,0.8485320647060871,0.0014164529275149107
real,train,train,bv,0.5,plain-FBHF,671,2684,0,0,0.8497985304743051,0.0014133508084341884
real,train,train,bv,0.5,plain-FBHF,672,2688,0,0,0.8510649962425232,0.0014102603308856487
real,train,train,bv,0.5,plain-FBHF,673,2692,0,0,0.8523314620107412,0.0014071816112846136
real,train,train,bv,0.5,plain-FBHF,674,2696,0,0,0.8535979277789593,0.0014041143003851175
real,train,train,bv,0.5,plain-FBHF,675,2700,0,0,0.8548643935471772,0.0014010586310178041
real,train,train,bv,0.5,plain-FBHF,676,2704,0,0,0.8561308593153953,0.0013980141375213861
real,train,train,bv,0.5,plain-FBHF,677,2708,0,0,0.8573973250836133,0.0013949808198958635
real,train,train,bv,0.5,plain-FBHF,678,2712,0,0,0.8586637908518314,0.0013919586781412363
real,train,train,bv,0.5,plain-FBHF,679,2716,0,0,0.8599302566200494,0.0013889477122575045
real,train,train,bv,0.5,plain-FBHF,680,2720,0,0,0.8611967223882675,0.0013859475729987025
real,train,train,bv,0.5,plain-FBHF,681,2724,0,0,0.8624631881564855,0.0013829583767801523
real,train,train,bv,0.5,plain-FBHF,682,2728,0,0,0.8637296539247036,0.0013799796579405665
real,train,train,bv,0.5,plain-FBHF,683,2732,0,0,0.8649961196929217,0.0013770113000646234
real,train,train,bv,0.5,plain-FBHF,684,2736,0,0,0.8662625854611397,0.0013740534195676446
real,train,train,bv,0.5,plain-FBHF,685,2740,0,0,0.8675290512293578,0.001371105550788343
real,train,train,bv,0.5,plain-FBHF,686,2744,0,0,0.8687955169975757,0.001368168042972684
real,train,train,bv,0.5,plain-FBHF,687,2748,0,0,0.8700619827657938,0.001365240546874702
real,train,train,bv,0.5,plain-FBHF,688,2752,0,0,0.8713284485340118,0.0013623232953250408
real,train,train,bv,0.5,plain-FBHF,689,2756,0,0,0.8725949143022299,0.0013594161719083786
real,train,train,bv,0.5,plain-FBHF,690,2760,0,0,0.8738613800704479,0.0013565189437940717
real,train,train,bv,0.5,plain-FBHF,691,2764,0,0,0.875127845838666,0.0013536319602280855
real,train,train,bv,0.5,plain-FBHF,692,2768,0,0,0.876394311606884,0.0013507547555491328
real,train,train,bv,0.5,plain-FBHF,693,2772,0,0,0.8776607773751021,0.0013478875625878572
real,train,train,bv,0.5,plain-FBHF,694,2776,0,0,0.87892724314332,0.0013450304977595806
real,train,train,bv,0.5,plain-FBHF,695,2780,0,0,0.8801937089115381,0.0013421832118183374
real,train,train,bv,0.5,plain-FBHF,696,2784,0,0,0.8814601746797561,0.0013393460540100932
real,train,train,bv,0.5,plain-FBHF,697,2788,0,0,0.8827266404479742,0.0013365186750888824
real,train,train,bv,0.5,plain-FBHF,698,2792,0,0,0.8839931062161922,0.0013337013078853488
real,train,train,bv,0.5,plain-FBHF,699,2796,0,0,0.8852595719844103,0.0013308932539075613
real,train,train,bv,0.5,plain-FBHF,700,2800,0,0,0.8865260377526283,0.0013280949788168073
real,train,train,bv,0.5,plain-FBHF,701,2804,0,0,0.8877925035208464,0.0013253060169517994
real,train,train,bv,0.5,plain-FBHF,702,2808,0,0,0.8890589692890644,0.0013225264847278595
real,train,train,bv,0.5,plain-FBHF,703,2812,0,0,0.8903254350572825,0.0013197562657296658
real,train,train,bv,0.5,plain-FBHF,704,2816,0,0,0.8915919008255004,0.0013169952435418963
real,train,train,bv,0.5,plain-FBHF,705,2820,0,0,0.8928583665937185,0.0013142433017492294
real,train,train,bv,0.5,plain-FBHF,706,2824,0,0,0.8941248323619365,0.0013115005567669868
real,train,train,bv,0.5,plain-FBHF,707,2828,0,0,0.8953912981301546,0.0013087671250104904
real,train,train,bv,0.5,plain-FBHF,708,2832,0,0,0.8966577638983726,0.0013060425408184528
real,train,train,bv,0.5,plain-FBHF,709,2836,0,0,0.8979242296665907,0.0013033272698521614
real,train,train,bv,0.5,plain-FBHF,710,2840,0,0,0.8991906954348087,0.0013006208464503288
real,train,train,bv,0.5,plain-FBHF,711,2844,0,0,0.9004571612030268,0.001297923387028277
real,train,train,bv,0.5,plain-FBHF,712,2848,0,0,0.9017236269712448,0.0012952350080013275
real,train,train,bv,0.5,plain-FBHF,713,2852,0,0,0.9029900927394628,0.0012925555929541588
real,train,train,bv,0.5,plain-FBHF,714,2856,0,0,0.9042565585076808,0.0012898847926408052
real,train,train,bv,0.5,plain-FBHF,715,2860,0,0,0.9055230242758989,0.0012872229563072324
real,train,train,bv,0.5,plain-FBHF,716,2864,0,0,0.9067894900441169,0.0012845699675381184
real,train,train,bv,0.5,plain-FBHF,717,2868,0,0,0.908055955812335,0.0012819257099181414
real,train,train,bv,0.5,plain-FBHF,718,2872,0,0,0.909322421580553,0.0012792902998626232
real,train,train,bv,0.5,plain-FBHF,719,2876,0,0,0.9105888873487711,0.0012766635045409203
real,train,train,bv,0.5,plain-FBHF,720,2880,0,0,0.9118553531169891,0.0012740453239530325
real,train,train,bv,0.5,plain-FBHF,721,2884,0,0,0.9131218188852072,0.00127143575809896
real,train,train,bv,0.5,plain-FBHF,722,2888,0,0,0.9143882846534251,0.0012688345741480589
real,train,train,bv,0.5,plain-FBHF,723,2892,0,0,0.9156547504216432,0.0012662418885156512
real,train,train,bv,0.5,plain-FBHF,724,2896,0,0,0.9169212161898612,0.001263657701201737
real,train,train,bv,0.5,plain-FBHF,725,2900,0,0,0.9181876819580793,0.0012610815465450287
real,train,train,bv,0.5,plain-FBHF,726,2904,0,0,0.9194541477262974,0.0012585131917148829
real,train,train,bv,0.5,plain-FBHF,727,2908,0,0,0.9207206134945154,0.0012559531023725867
real,train,train,bv,0.5,plain-FBHF,728,2912,0,0,0.9219870792627335,0.0012534005800262094
real,train,train,bv,0.5,plain-FBHF,729,2916,0,0,0.9232535450309515,0.0012508558575063944
real,train,train,bv,0.5,plain-FBHF,730,2920,0,0,0.9245200107991696,0.0012483191676437855
real,train,train,bv,0.5,plain-FBHF,731,2924,0,0,0.9257864765673876,0.0012457901611924171
real,train,train,bv,0.5,plain-FBHF,732,2928,0,0,0.9270529423356056,0.0012432693038135767
real,train,train,bv,0.5,plain-FBHF,733,2932,0,0,0.9283194081038236,0.0012407561298459768
real,train,train,bv,0.5,plain-FBHF,734,2936,0,0,0.9295858738720417,0.0012382508721202612
real,train,train,bv,0.5,plain-FBHF,735,2940,0,0,0.9308523396402597,0.0012357532978057861
real,train,train,bv,0.5,plain-FBHF,736,2944,0,0,0.9321188054084778,0.0012332637561485171
real,train,train,bv,0.5,plain-FBHF,737,2948,0,0,0.9333852711766958,0.0012307821307331324
real,train,train,bv,0.5,plain-FBHF,738,2952,0,0,0.9346517369449139,0.00122830830514431
real,train,train,bv,0.5,plain-FBHF,739,2956,0,0,0.9359182027131319,0.00122584227938205
real,train,train,bv,0.5,plain-FBHF,740,2960,0,0,0.93718466848135,0.001223383704200387
real,train,train,bv,0.5,plain-FBHF,741,2964,0,0,0.9384511342495679,0.0012209328124299645
real,train,train,bv,0.5,plain-FBHF,742,2968,0,0,0.939717600017786,0.0012184896040707827
real,train,train,bv,0.5,plain-FBHF,743,2972,0,0,0.940984065786004,0.0012160539627075195
real,train,train,bv,0.5,plain-FBHF,744,2976,0,0,0.9422505315542221,0.0012136255390942097
real,train,train,bv,0.5,plain-FBHF,745,2980,0,0,0.9435169973224401,0.0012112046824768186
real,train,train,bv,0.5,plain-FBHF,746,2984,0,0,0.9447834630906582,0.001208790927194059
real,train,train,bv,0.5,plain-FBHF,747,2988,0,0,0.9460499288588762,0.0012063843896612525
real,train,train,bv,0.5,plain-FBHF,748,2992,0,0,0.9473163946270943,0.0012039850698783994
real,train,train,bv,0.5,plain-FBHF,749,2996,0,0,0.9485828603953123,0.0012015929678454995
real,train,train,bv,0.5,plain-FBHF,750,3000,0,0,0.9498493261635303,0.0011992077343165874
real,train,train,bv,0.5,plain-FBHF,751,3004,0,0,0.9511157919317483,0.0011968296021223068
real,train,train,bv,0.5,plain-FBHF,752,3008,0,0,0.9523822576999664,0.001194458338432014
real,train,train,bv,0.5,plain-FBHF,753,3012,0,0,0.9536487234681844,0.001192093943245709
real,train,train,bv,0.5,plain-FBHF,754,3016,0,0,0.9549151892364025,0.0011897364165633917
real,train,train,bv,0.5,plain-FBHF,755,3020,0,0,0.9561816550046205,0.0011873855255544186
real,train,train,bv,0.5,plain-FBHF,756,3024,0,0,0.9574481207728386,0.0011850417358800769
real,train,train,bv,0.5,plain-FBHF,757,3028,0,0,0.9587145865410566,0.0011827045818790793
real,train,train,bv,0.5,plain-FBHF,758,3032,0,0,0.9599810523092747,0.0011803744127973914
real,train,train,bv,0.5,plain-FBHF,759,3036,0,0,0.9612475180774926,0.0011780511122196913
real,train,train,bv,0.5,plain-FBHF,760,3040,0,0,0.9625139838457107,0.0011757349129766226
real,train,train,bv,0.5,plain-FBHF,761,3044,0,0,0.9637804496139287,0.0011734258150681853
real,train,train,bv,0.5,plain-FBHF,762,3048,0,0,0.9650469153821468,0.0011711235856637359
real,train,train,bv,0.5,plain-FBHF,763,3052,0,0,0.9663133811503648,0.0011688285740092397
real,train,train,bv,0.5,plain-FBHF,764,3056,0,0,0.9675798469185829,0.0011665404308587313
real,train,train,bv,0.5,plain-FBHF,765,3060,0,0,0.9688463126868009,0.0011642591562122107
real,train,train,bv,0.5,plain-FBHF,766,3064,0,0,0.970112778455019,0.0011619848664849997
real,train,train,bv,0.5,plain-FBHF,767,3068,0,0,0.971379244223237,0.0011597173288464546
real,train,train,bv,0.5,plain-FBHF,768,3072,0,0,0.972645709991455,0.0011574565432965755
real,train,train,bv,0.5,plain-FBHF,769,3076,0,0,0.9739121757596731,0.0011552025098353624
real,train,train,bv,0.5,plain-FBHF,770,3080,0,0,0.9751786415278911,0.0011529552284628153
real,train,train,bv,0.5,plain-FBHF,771,3084,0,0,0.9764451072961092,0.001150714815594256
real,train,train,bv,0.5,plain-FBHF,772,3088,0,0,0.9777115730643272,0.0011484811548143625
real,train,train,bv,0.5,plain-FBHF,773,3092,0,0,0.9789780388325453,0.0011462544789537787
real,train,train,bv,0.5,plain-FBHF,774,3096,0,0,0.9802445046007633,0.001144034555181861
real,train,train,bv,0.5,plain-FBHF,775,3100,0,0,0.9815109703689814,0.001141821499913931
real,train,train,bv,0.5,plain-FBHF,776,3104,0,0,0.9827774361371994,0.0011396151967346668
real,train,train,bv,0.5,plain-FBHF,777,3108,0,0,0.9840439019054175,0.0011374157620593905
real,train,train,bv,0.5,plain-FBHF,778,3112,0,0,0.9853103676736354,0.0011352230794727802
real,train,train,bv,0.5,plain-FBHF,779,3116,0,0,0.9865768334418535,0.001133037032559514
real,train,train,bv,0.5,plain-FBHF,780,3120,0,0,0.9878432992100715,0.0011308577377349138
real,train,train,bv,0.5,plain-FBHF,781,3124,0,0,0.9891097649782896,0.0011286850785836577
real,train,train,bv,0.5,plain-FBHF,782,3128,0,0,0.9903762307465076,0.001126518938690424
real,train,train,bv,0.5,plain-FBHF,783,3132,0,0,0.9916426965147257,0.0011243594344705343
real,train,train,bv,0.5,plain-FBHF,784,3136,0,0,0.9929091622829437,0.0011222061002627015
real,train,train,bv,0.5,plain-FBHF,785,3140,0,0,0.9941756280511618,0.0011200590524822474
real,train,train,bv,0.5,plain-FBHF,786,3144,0,0,0.9954420938193798,0.00111791817471385
real,train,train,bv,0.5,plain-FBHF,787,3148,0,0,0.9967085595875979,0.0011157834669575095
real,train,train,bv,0.5,plain-FBHF,788,3152,0,0,0.9979750253558158,0.0011136550456285477
real,train,train,bv,0.5,plain-FBHF,789,3156,0,0,0.9992414911240339,0.0011115327943116426
real,train,train,bv,0.5,plain-FBHF,790,3160,0,0,1.000507956892252,0.0011094164801761508
real,train,train,bv,0.5,plain-FBHF,791,3164,0,0,1.00177442266047,0.001107306219637394
real,train,train,bv,0.5,plain-FBHF,792,3168,0,0,1.003040888428688,0.0011052017798647285
real,train,train,bv,0.5,plain-FBHF,793,3172,0,0,1.004307354196906,0.001103103393688798
real,train,train,bv,0.5,plain-FBHF,794,3176,0,0,1.005573819965124,0.0011010109446942806
real,train,train,bv,0.5,plain-FBHF,795,3180,0,0,1.006840285733342,0.0010989245492964983
real,train,train,bv,0.5,plain-FBHF,796,3184,0,0,1.0081067515015603,0.0010968439746648073
real,train,train,bv,0.5,plain-FBHF,797,3188,0,0,1.0093732172697782,0.001094768987968564
real,train,train,bv,0.5,plain-FBHF,798,3192,0,0,1.0106396830379962,0.0010927000548690557
real,train,train,bv,0.5,plain-FBHF,799,3196,0,0,1.0119061488062142,0.0010906369425356388
real,train,train,bv,0.5,plain-FBHF,800,3200,0,0,1.0131726145744324,0.0010885794181376696
real,train,train,bv,0.5,plain-FBHF,801,3204,0,0,1.0144390803426504,0.0010865275980904698
real,train,train,bv,0.5,plain-FBHF,802,3208,0,0,1.0157055461108684,0.0010844811331480742
real,train,train,bv,0.5,plain-FBHF,803,3212,0,0,1.0169720118790864,0.0010824408382177353
real,train,train,bv,0.5,plain-FBHF,804,3216,0,0,1.0182384776473046,0.0010804061312228441
real,train,train,bv,0.5,plain-FBHF,805,3220,0,0,1.0195049434155226,0.0010783768957480788
real,train,train,bv,0.5,plain-FBHF,806,3224,0,0,1.0207714091837405,0.0010763534810394049
real,train,train,bv,0.5,plain-FBHF,807,3228,0,0,1.0220378749519585,0.0010743356542661786
real,train,train,bv,0.5,plain-FBHF,808,3232,0,0,1.0233043407201767,0.0010723235318437219
real,train,train,bv,0.5,plain-FBHF,809,3236,0,0,1.0245708064883947,0.0010703171137720346
real,train,train,bv,0.5,plain-FBHF,810,3240,0,0,1.0258372722566127,0.001068316400051117
real,train,train,bv,0.5,plain-FBHF,811,3244,0,0,1.027103738024831,0.0010663215070962906
real,train,train,bv,0.5,plain-FBHF,812,3248,0,0,1.0283702037930489,0.00106433208566159
real,train,train,bv,0.5,plain-FBHF,813,3252,0,0,1.0296366695612669,0.0010623483685776591
real,train,train,bv,0.5,plain-FBHF,814,3256,0,0,1.0309031353294849,0.0010603703558444977
real,train,train,bv,0.5,plain-FBHF,815,3260,0,0,1.032169601097703,0.0010583976982161403
real,train,train,bv,0.5,plain-FBHF,816,3264,0,0,1.033436066865921,0.0010564306285232306
real,train,train,bv,0.5,plain-FBHF,817,3268,0,0,1.034702532634139,0.0010544692631810904
real,train,train,bv,0.5,plain-FBHF,818,3272,0,0,1.035968998402357,0.0010525130201131105
real,train,train,bv,0.5,plain-FBHF,819,3276,0,0,1.0372354641705752,0.0010505623649805784
real,train,train,bv,0.5,plain-FBHF,820,3280,0,0,1.0385019299387932,0.0010486170649528503
real,train,train,bv,0.5,plain-FBHF,821,3284,0,0,1.0397683957070112,0.0010466772364452481
real,train,train,bv,0.5,plain-FBHF,822,3288,0,0,1.0410348614752292,0.0010447426466271281
real,train,train,bv,0.5,plain-FBHF,823,3292,0,0,1.0423013272434474,0.001042813528329134
real,train,train,bv,0.5,plain-FBHF,824,3296,0,0,1.0435677930116654,0.0010408897651359439
real,train,train,bv,0.5,plain-FBHF,825,3300,0,0,1.0448342587798833,0.001038971240632236
real,train,train,bv,0.5,plain-FBHF,826,3304,0,0,1.0461007245481013,0.0010370580712333322
real,train,train,bv,0.5,plain-FBHF,827,3308,0,0,1.0473671903163195,0.0010351500241085887
